bus_i,kV,cities,county,carb_inten_no_renew,pd,Type,Import,Lat,Lon,carb_emit
1429,66,Lindsay,Tulare County,1.05716,5.22853,'Substation',' ',36.20430092,-119.09202,5.527392774800001
1430,66,Tulare,Tulare County,0.77911,4.73152,'Substation',' ',36.13140322,-119.3292217,3.6863745472
1431,66,Visalia,Tulare County,0.26801,11.44394,'Substation',' ',36.34136944,-119.3672861,3.0670903594000003
1432,66,Tulare,Tulare County,0.77887,0.0,'Substation',' ',36.12372922,-119.3945203,0.0
1433,66,Pixley,Tulare County,1.08456,0.0,'Substation',' ',35.96472074,-119.3033598,0.0
1434,66,Porterville,Tulare County,1.08456,0.0,'Substation',' ',35.99376384,-119.1440972,0.0
1435,66,Porterville,Tulare County,1.07857,19.36795,'Substation',' ',36.06738391,-119.0347003,20.8896898315
1436,66,Strathmore,Tulare County,1.08456,2.49619,'Substation',' ',36.14585279,-119.0579195,2.7072678264
1437,66,Terra Bella,Tulare County,1.08456,0.0,'Substation',' ',35.96392382,-119.0184794,0.0
1438,66,Three Rivers,Tulare County,1.08456,0.0,'Substation',' ',36.45348612,-118.8879166,0.0
1439,66,Tipton,Tulare County,0.84037,3.40513,'Substation',' ',36.05188566,-119.304212,2.8615690981
1440,66,Tulare,Tulare County,0.69873,4.78334,'Substation',' ',36.21327501,-119.3305945,3.3422631581999998
1441,66,Visalia,Tulare County,1.08456,1.80863,'Substation',' ',36.41429483,-119.1891356,1.9615677528
1442,66,Exeter,Tulare County,0.0,0.0,'Substation',' ',36.32536944,-119.1345972,0.0
1443,66,Visalia,Tulare County,1.22983,3.62234,'Substation',' ',36.32979445,-119.2789611,4.4548624022
1444,66,Earlimart,Tulare County,1.08456,2.78216,'Substation',' ',35.91083611,-119.1444611,3.0174194496
1445,66,Porterville,Tulare County,0.87844,0.0,'Substation',' ',36.08056666,-119.1791443,0.0
1446,115,Groveland,Tuolumne County,0.1718,0.0,'Substation',' ',37.87515279,-119.9657761,0.0
1447,115,Jamestown,Tuolumne County,1.00407,0.0,'Substation',' ',37.87474609,-120.4785168,0.0
1448,115,Sonora,Tuolumne County,0.0,0.0,'Substation',' ',37.97443256,-120.3199068,0.0
1449,115,Sonora,Tuolumne County,1.00407,0.0,'Substation',' ',37.97434629,-120.3156685,0.0
1450,115,Twain Harte,Tuolumne County,1.00559,1.15493,'Substation',' ',38.05289438,-120.217135,1.1613860587
1451,115,Jamestown,Tuolumne County,0.0,0.0,'Substation',' ',37.90373843,-120.4978113,0.0
1452,115,Jamestown,Tuolumne County,1.00407,1.2231,'Substation',' ',37.97991079,-120.4141781,1.228078017
1453,66,Thousand Oaks,Ventura County,1.09754,9.96808,'Substation',' ',34.18755642,-118.8717579,10.9403665232
1454,66,Camarillo,Ventura County,1.09754,11.17144,'Substation',' ',34.22072778,-119.0085833,12.2611022576
1455,66,Camarillo,Ventura County,1.23104,7.5125,'Substation',' ',34.16190002,-119.0476223,9.248187999999999
1456,66,Oxnard,Ventura County,1.09754,6.87512,'Substation',' ',34.18167399,-119.222197,7.545719204799999
1457,66,Simi Valley,Ventura County,1.09754,1.02791,'Substation',' ',34.23676111,-118.7028916,1.1281723414
1458,66,Oxnard,Ventura County,1.23104,0.0,'Substation',' ',34.20462779,-119.0963556,0.0
1459,66,Camarillo,Ventura County,1.23104,0.0,'Substation',' ',34.14596946,-119.0956666,0.0
1460,66,Simi Valley,Ventura County,1.09754,0.0,'Substation',' ',34.23179724,-118.7103557,0.0
1461,66,Fillmore,Ventura County,1.09754,5.21283,'Substation',' ',34.40884448,-118.9207778,5.7212894382
1462,66,Ventura,Ventura County,1.09754,0.85782,'Substation',' ',34.32054899,-119.263129,0.9414917628
1463,66,Oxnard,Ventura County,1.09754,16.94096,'Substation',' ',34.22619445,-119.1757972,18.5933812384
1464,66,Oxnard,Ventura County,1.16285,8.41533,'Substation',' ',34.17385279,-119.1567444,9.7857664905
1465,66,Newbury Park,Ventura County,1.09754,13.92745,'Substation',' ',34.19608611,-118.9310028,15.285933473
1466,66,Oak Park,Ventura County,1.09754,4.26563,'Substation',' ',34.18618553,-118.7847011,4.681699550199999
1467,66,Ojai,Ventura County,1.09754,5.33743,'Substation',' ',34.44562298,-119.242407,5.8580429222
1468,66,Oxnard,Ventura County,1.09754,7.02556,'Substation',' ',34.19716666,-119.1743083,7.7108331223999995
1469,66,Westlake Village,Ventura County,1.09754,13.18393,'Substation',' ',34.16172599,-118.834785,14.469890532199999
1470,66,Oxnard,Ventura County,1.16767,3.37043,'Substation',' ',34.21147223,-119.1400222,3.9355499981
1471,66,Simi Valley,Ventura County,1.07119,0.0,'Substation',' ',34.22833038,-118.7044283,0.0
1472,66,Simi Valley,Ventura County,1.09754,7.20349,'Substation',' ',34.27843334,-118.7794583,7.9061184146
1473,66,Ventura,Ventura County,1.09754,14.75461,'Substation',' ',34.25607778,-119.2418917,16.1937746594
1474,66,Simi Valley,Ventura County,1.09754,12.8104,'Substation',' ',34.27956389,-118.7170861,14.059926416
1475,66,Santa Paula,Ventura County,1.09754,4.1324,'Substation',' ',34.30061258,-119.1666234,4.535474295999999
1476,66,Camarillo,Ventura County,1.13206,2.53919,'Substation',' ',34.20973505,-119.034837,2.8745154314000003
1477,66,Ventura,Ventura County,1.09754,3.36483,'Substation',' ',34.23927607,-119.2588905,3.6930355182
1478,66,Somis,Ventura County,1.09754,1.06409,'Substation',' ',34.26427223,-119.0107556,1.1678813386
1479,66,Simi Valley,Ventura County,1.07119,0.0,'Substation',' ',34.22797779,-118.7059441,0.0
1480,66,Fillmore,Ventura County,0.0,0.0,'Substation',' ',34.38783812,-118.7963463,0.0
1481,66,Oxnard,Ventura County,1.09754,0.0,'Substation',' ',34.20776661,-119.2467388,0.0
1482,66,Santa Paula,Ventura County,1.09754,8.95476,'Substation',' ',34.35644199,-119.055903,9.8282072904
1483,66,Oxnard,Ventura County,1.23104,0.0,'Substation',' ',34.13080101,-119.167076,0.0
1484,66,Dunnigan,Colusa County,1.23104,2.47979,'Substation',' ',38.92500648,-121.9894822,3.0527206816
1485,66,Knights Landing,Yolo County,0.33887,15.2649,'Substation',' ',38.80928378,-121.7450948,5.172816663000001
1486,66,Madison,Yolo County,0.26611,0.0,'Substation',' ',38.67068601,-121.969347,0.0
1487,115,Winters,Yolo County,0.0,0.0,'Substation',' ',38.52282675,-121.9950809,0.0
1488,66,Browns Valley,Yuba County,0.39915,0.0,'Substation',' ',39.22586945,-121.4227731,0.0
1489,66,Challenge,Yuba County,0.63071,1.40825,'Substation',' ',39.48525926,-121.2203187,0.8881973575
1490,66,Dobbins,Yuba County,0.63071,0.0,'Substation',' ',39.33987652,-121.1949272,0.0
1491,66,Marysville,Yuba County,0.39915,1.76034,'Substation',' ',39.16343792,-121.5610556,0.702639711
1492,66,Live Oak,Sutter County,0.56568,1.66544,'Substation',' ',39.24756794,-121.6371358,0.9421060992
1493,66,Olivehurst,Yuba County,0.39915,2.3887,'Substation',' ',39.05146481,-121.5463491,0.953449605
1494,66,Marysville,Yuba County,0.39915,5.38753,'Substation',' ',39.14002976,-121.5834743,2.1504325995
1495,66,Olivehurst,Yuba County,0.39915,0.0,'Substation',' ',39.02624606,-121.543052,0.0
1496,66,Wheatland,Yuba County,0.39915,0.0,'Substation',' ',39.01314723,-121.4186163,0.0
1497,500,Stonyford,Colusa County,0.18455,0.0,'Substation',' ',39.23718795,-122.2765024,0.0
1498,230,Redding,Shasta County,1.23104,0.0,'Substation',' ',40.71501315,-122.4212465,0.0
1499,115,Redding,Shasta County,1.23104,0.87688,'Substation',' ',40.51010552,-122.4247382,1.0794743552
1500,66,Foresthill,Placer County,0.0,0.0,'Substation',' ',39.07795141,-120.4062356,0.0
1501,66,Potter Valley,Mendocino County,0.15792,0.0,'Substation',' ',39.36196528,-123.1278407,0.0
1502,115,Long Barn,Tuolumne County,0.0,0.0,'Substation',' ',38.1865924,-120.1119474,0.0
1503,230,San Francisco,San Francisco County,0.1718,3.74117,'Substation',' ',37.75610406,-122.3864726,0.642733006
1504,66,Antioch,Contra Costa County,0.25698,0.0,'Substation',' ',38.01284457,-121.7863208,0.0
1505,115,Pittsburg,Contra Costa County,0.0,0.0,'Substation',' ',38.01603226,-121.8607018,0.0
1506,66,New Cuyama,Santa Barbara County,1.23104,0.0,'Substation',' ',34.92760556,-119.6213417,0.0
1507,115,Buellton,Santa Barbara County,0.0,0.0,'Substation',' ',34.64795679,-120.1848073,0.0
1508,500,Adelanto,San Bernardino County,1.08771,1.74593,'Substation',' ',34.55164736,-117.4377996,1.8990655203
1509,66,Claremont,Los Angeles County,0.96113,4.82737,'Substation',' ',34.09930127,-117.7073995,4.6397301281
1510,66,Compton,Los Angeles County,1.23104,18.85973,'Substation',' ',33.89465809,-118.2645067,23.217082019199996
1511,115,Sonora,Tuolumne County,1.00407,1.82407,'Substation',' ',37.96718047,-120.3864075,1.8314939649000002
1512,230,Carlsbad,San Diego County,1.23104,9.84653,'Substation',' ',33.12288056,-117.2878861,12.121472291199998
1513,66,Turlock,Stanislaus County,1.23104,1.92398,'Substation',' ',37.48333489,-120.8464336,2.3684963392
1514,115,Temecula,Riverside County,1.2277,6.99627,'Substation',' ',33.49095832,-117.0638806,8.589320679
1515,66,Redding,Shasta County,1.23104,1.0002,'Substation',' ',40.59278468,-122.3696561,1.231286208
1516,115,San Juan Capistrano,Orange County,1.20384,7.41929,'Substation',' ',33.54998165,-117.6282105,8.9316380736
1517,230,Chula Vista,San Diego County,0.54919,19.54087,'Substation',' ',32.63792799,-117.016092,10.7316503953
1518,66,Poway,San Diego County,1.0383,9.14615,'Substation',' ',32.94142222,-117.0327306,9.496447545
1519,66,Escondido,San Diego County,1.23104,0.91529,'Substation',' ',33.11840833,-117.098475,1.1267586016
1520,66,San Diego,San Diego County,0.95419,0.0,'Substation',' ',32.90195058,-117.2270561,0.0
1521,66,San Diego,San Diego County,0.78835,1.06093,'Substation',' ',32.74614754,-117.1925255,0.8363841654999999
1522,66,San Diego,San Diego County,0.71695,2.53322,'Substation',' ',32.67954522,-117.2473513,1.816192079
1523,115,Imperial,Imperial County,0.15813,3.1176,'Substation',' ',32.82670278,-115.7889389,0.492986088
1524,66,El Centro,Imperial County,0.15792,5.81218,'Substation',' ',32.76360286,-115.565348,0.9178594656
1525,115,Desert Hot Springs,Riverside County,0.16398,1.65761,'Substation',' ',33.79775322,-116.2871277,0.27181488779999996
1526,66,Palm Desert,Riverside County,0.15876,3.34089,'Substation',' ',33.72019357,-116.3631391,0.5303996964000001
1527,115,La Quinta,Riverside County,0.15876,3.89642,'Substation',' ',33.71418472,-116.2867908,0.6185956392
1528,115,Winterhaven,Imperial County,0.15792,0.0,'Substation',' ',32.73663553,-114.7145675,0.0
1529,115,Salton City,Imperial County,0.15792,0.85659,'Substation',' ',33.32771631,-115.9448921,0.1352726928
1530,66,Colton,San Bernardino County,1.23104,3.32534,'Substation',' ',34.0636675,-117.3223511,4.0936265536
1531,66,Colton,San Bernardino County,1.23104,1.83428,'Substation',' ',34.06007672,-117.3066786,2.2580720511999997
1532,230,Yuba City,Sutter County,1.23104,0.0,'Substation',' ',39.02399377,-121.7233826,0.0
1533,115,San Jose,Santa Clara County,1.23104,1.66335,'Substation',' ',37.41117121,-121.9276788,2.0476503839999998
1534,115,San Jose,Santa Clara County,1.23104,25.3802,'Substation',' ',37.4207031,-121.9598699,31.244041407999998
1535,115,San Jose,Santa Clara County,1.23104,0.0,'Substation',' ',37.43005674,-121.9514711,0.0
1536,66,Pleasanton,Alameda County,0.25835,2.52385,'Substation',' ',37.67389353,-121.835631,0.6520366475
1537,66,Dublin,Alameda County,0.32012,9.32591,'Substation',' ',37.70408449,-121.9007603,2.9854103092
1538,66,Tracy,Alameda County,0.0,0.0,'Substation',' ',37.72019332,-121.5952918,0.0
1539,66,Pleasanton,Alameda County,0.38178,4.73134,'Substation',' ',37.74483101,-121.857924,1.8063309852000002
1540,115,Redding,Shasta County,1.23104,2.1097,'Substation',' ',40.5258508,-122.4280528,2.597125088
1541,66,Valley Center,San Diego County,0.15803,2.96572,'Substation',' ',33.23069511,-117.0184193,0.46867273160000006
1542,66,Boulevard,San Diego County,0.15803,0.0,'Substation',' ',32.69904488,-116.3537629,0.0
1543,115,Grand Terrace,San Bernardino County,1.23104,1.75431,'Substation',' ',34.02229167,-117.3327972,2.1596257824
1544,66,Alpine,San Diego County,0.73645,0.41627,'Substation',' ',32.79698055,-116.7922,0.3065620415
1545,230,Rio Vista,Solano County,0.19424,0.0,'Substation',' ',38.12465193,-121.8301478,0.0
1546,66,Escondido,San Diego County,1.23104,0.0,'Substation',' ',33.05860864,-117.1192854,0.0
1547,500,Lake Elsinore,Riverside County,1.03835,3.11292,'Substation',' ',33.73452905,-117.4125219,3.2323004820000003
1548,115,Hilmar,Merced County,1.23104,0.34508,'Substation',' ',37.41801671,-120.8309528,0.42480728319999994
1549,115,Patterson,Stanislaus County,1.21162,0.0,'Substation',' ',37.43627042,-121.1323489,0.0
1550,115,Denair,Stanislaus County,1.23104,2.06898,'Substation',' ',37.53726161,-120.8092201,2.5469971391999997
1551,66,Livermore,Alameda County,0.38178,2.26449,'Substation',' ',37.738605,-121.7711633,0.8645369922
1552,66,Turlock,Stanislaus County,1.21162,5.15547,'Substation',' ',37.50071672,-120.913575,6.2464705614
1553,66,California City,Kern County,0.0,0.0,'Substation',' ',35.14258236,-117.9687131,0.0
1554,66,Riverside,Riverside County,1.23104,0.63083,'Substation',' ',33.96078597,-117.4277577,0.7765769631999999
1555,66,Riverside,Riverside County,1.23104,0.9529,'Substation',' ',34.00353401,-117.3431884,1.173058016
1556,66,Ventura,Ventura County,1.09754,4.53297,'Substation',' ',34.2734985,-119.2475484,4.975115893799999
1557,66,San Diego,San Diego County,0.78835,0.0,'Substation',' ',32.69488244,-117.1432682,0.0
1558,66,Susanville,Lassen County,0.42807,1.63884,'Substation',' ',40.36041129,-120.8677626,0.7015382388
1559,66,Susanville,Lassen County,0.42807,0.0,'Substation',' ',40.41450968,-120.7380555,0.0
1560,66,Susanville,Lassen County,0.42807,0.0,'Substation',' ',40.42373732,-120.6545605,0.0
1561,66,Susanville,Lassen County,0.42807,0.0,'Substation',' ',40.41232276,-120.6606949,0.0
1562,66,Susanville,Lassen County,0.42807,1.10979,'Substation',' ',40.40822706,-120.6473551,0.47506780530000003
1563,66,Susanville,Lassen County,0.42807,0.0,'Substation',' ',40.41007909,-120.6421892,0.0
1564,66,Susanville,Lassen County,0.42807,1.3339,'Substation',' ',40.41009979,-120.6416013,0.571002573
1565,66,Susanville,Lassen County,0.42807,1.99389,'Substation',' ',40.38191421,-120.57454,0.8535244922999999
1566,66,Wendel,Lassen County,0.15792,1.50762,'Substation',' ',40.3520719,-120.3224458,0.2380833504
1567,66,Wendel,Lassen County,0.0,0.0,'Substation',' ',40.36833693,-120.2647837,0.0
1568,66,Wendel,Lassen County,0.15792,0.0,'Substation',' ',40.35133837,-120.2488718,0.0
1569,66,Herlong,Lassen County,0.15792,0.0,'Substation',' ',40.30038982,-120.1942201,0.0
1570,66,Canby,Modoc County,1.23104,0.39473,'Substation',' ',41.44399812,-120.8801201,0.4859284192
1571,66,Bieber,Lassen County,0.0,0.0,'Substation',' ',41.13280847,-121.1375887,0.0
1572,66,McArthur,Lassen County,0.0,0.0,'Substation',' ',41.09133715,-121.1788459,0.0
1573,66,Susanville,Lassen County,0.42807,1.04145,'Substation',' ',40.29760752,-121.0180107,0.4458135015
1574,66,Eureka,Humboldt County,1.23104,3.64505,'Substation',' ',40.79375288,-124.1832703,4.487202352
1575,66,Eureka,Humboldt County,1.23104,2.34561,'Substation',' ',40.79343242,-124.1803135,2.8875397344000002
1576,66,Herlong,Lassen County,0.15792,0.0,'Substation',' ',40.27530051,-120.187432,0.0
1577,66,Herlong,Lassen County,0.0,0.0,'Substation',' ',40.1445318,-120.1703093,0.0
1578,66,Butte Valley,Butte County,0.0,0.0,'Substation',' ',39.65452133,-121.6355082,0.0
1579,115,Chico,Butte County,0.63071,0.0,'Substation',' ',39.71972703,-121.8393363,0.0
1580,66,Orland,Glenn County,1.23104,3.87664,'Substation',' ',39.76192786,-122.1975464,4.7722989056
1581,66,Willits,Mendocino County,0.15792,0.0,'Substation',' ',39.40558966,-123.3270796,0.0
1582,115,Forbestown,Butte County,0.0,0.0,'Substation',' ',39.58040165,-121.1196964,0.0
1583,66,Truckee,Nevada County,0.36533,0.0,'Substation',' ',39.33576922,-120.1837725,0.0
1584,230,North El Dorado,El Dorado County,1.23104,0.58565,'Substation',' ',38.98438032,-120.3273764,0.7209585759999999
1585,230,,El Dorado County,0.0,0.0,'Substation',' ',38.89702284,-120.378397,0.0
1586,230,Camino,El Dorado County,1.23104,0.0,'Substation',' ',38.83404102,-120.5318797,0.0
1587,115,Angels Camp,Calaveras County,0.0,0.0,'Substation',' ',38.0718328,-120.5393568,0.0
1588,230,Jamestown,Tuolumne County,0.1718,1.07723,'Substation',' ',37.9465677,-120.5300395,0.185068114
1589,66,Pittsburg,Contra Costa County,1.23104,0.0,'Substation',' ',38.03021814,-121.8740447,0.0
1590,66,Pittsburg,Contra Costa County,1.23104,2.6992,'Substation',' ',38.03040028,-121.8694191,3.3228231679999993
1591,115,Martinez,Contra Costa County,1.23104,0.0,'Substation',' ',38.01494901,-122.1162354,0.0
1592,115,Martinez,Contra Costa County,1.23104,0.0,'Substation',' ',38.01608705,-122.1162873,0.0
1593,115,Copperopolis,Tuolumne County,0.0,0.0,'Substation',' ',37.87667314,-120.6055921,0.0
1594,115,Antioch,Contra Costa County,0.25698,0.0,'Substation',' ',38.0141512,-121.7753221,0.0
1595,230,Antioch,Contra Costa County,0.5065,0.0,'Substation',' ',38.01528973,-121.7623028,0.0
1596,115,Antioch,Contra Costa County,0.25698,1.57673,'Substation',' ',38.01445584,-121.790861,0.40518807539999996
1597,115,Richmond,Contra Costa County,1.23104,0.0,'Substation',' ',37.94324554,-122.384154,0.0
1598,115,Richmond,Contra Costa County,1.23104,1.72122,'Substation',' ',37.94430499,-122.389169,2.1188906687999998
1599,115,Richmond,Contra Costa County,1.23104,0.0,'Substation',' ',37.94096481,-122.3887883,0.0
1600,115,Richmond,Contra Costa County,1.23104,0.0,'Substation',' ',37.95041,-122.395126,0.0
1601,115,Richmond,Contra Costa County,1.23104,0.0,'Substation',' ',37.94563541,-122.3809747,0.0
1602,115,Lee Vining,Mono County,0.0,0.0,'Substation',' ',37.94438087,-119.216016,0.0
1603,230,Antioch,Contra Costa County,0.5065,7.63872,'Substation',' ',37.94623587,-121.7597976,3.86901168
1604,66,Richmond,Contra Costa County,0.64689,1.95334,'Substation',' ',37.9261806,-122.3695771,1.2635961126
1605,115,Orinda,Contra Costa County,0.65338,0.76317,'Substation',' ',37.88360418,-122.1934706,0.49864001459999996
1606,230,Bishop,Mono County,0.0,0.0,'Substation',' ',37.54586828,-118.5899655,0.0
1607,230,Byron,Contra Costa County,0.0,0.0,'Substation',' ',37.79142631,-121.7277739,0.0
1608,115,Oakland,Alameda County,0.65177,11.35732,'Substation',' ',37.83757075,-122.2636119,7.402360456399999
1609,115,Oakland,Alameda County,0.50493,0.53146,'Substation',' ',37.79786601,-122.282006,0.2683500978
1610,115,Oakland,Alameda County,0.50493,8.73584,'Substation',' ',37.79743896,-122.2807377,4.4109876912
1611,115,Oakland,Alameda County,0.50493,13.25241,'Substation',' ',37.80528987,-122.2312677,6.691539381299999
1612,115,Oakland,Alameda County,0.50493,16.41506,'Substation',' ',37.810314,-122.271413,8.2884562458
1613,66,Tracy,Alameda County,0.15692,9.95036,'Substation',' ',37.79421735,-121.5595702,1.5614104912
1614,66,Livermore,Alameda County,0.15692,0.0,'Substation',' ',37.74908911,-121.6494936,0.0
1615,230,Byron,Alameda County,0.15692,1.83507,'Substation',' ',37.80058871,-121.6209518,0.2879591844
1616,230,Tracy,Alameda County,0.1718,1.21784,'Substation',' ',37.74738601,-121.598344,0.209224912
1617,115,Alameda,Alameda County,0.54397,0.0,'Substation',' ',37.78868624,-122.2898292,0.0
1618,115,Alameda,Alameda County,0.54397,10.68696,'Substation',' ',37.77932065,-122.2926961,5.813385631199999
1619,66,Livermore,Alameda County,0.15692,3.14417,'Substation',' ',37.76124999,-121.690746,0.4933831564
1620,115,Mammoth Lakes,Mono County,0.15792,0.0,'Substation',' ',37.64645793,-118.9100447,0.0
1621,115,Mammoth Lakes,Mono County,0.15792,0.0,'Substation',' ',37.64552942,-118.9146492,0.0
1622,66,Livermore,Alameda County,0.15692,0.50536,'Substation',' ',37.74310007,-121.6587199,0.0793010912
1623,115,Livermore,Alameda County,0.15692,0.0,'Substation',' ',37.68223895,-121.705288,0.0
1624,66,Tracy,Alameda County,0.55302,7.12112,'Substation',' ',37.7265308,-121.5872593,3.9381217823999997
1625,115,Livermore,Alameda County,0.0,0.0,'Substation',' ',37.69858612,-121.6106741,0.0
1626,115,Winton,Merced County,0.2215,0.0,'Substation',' ',37.36244493,-120.6278648,0.0
1627,66,Bishop,Inyo County,0.15792,2.2841,'Substation',' ',37.41693813,-118.4028574,0.360705072
1628,66,Bishop,Inyo County,0.15792,0.43615,'Substation',' ',37.34207284,-118.4409309,0.068876808
1629,115,Bishop,Inyo County,0.0,0.0,'Substation',' ',37.32303711,-118.5017679,0.0
1630,66,Bishop,Inyo County,0.15792,2.0765,'Substation',' ',37.36019169,-118.3985227,0.32792087999999997
1631,66,Bishop,Inyo County,0.0,0.0,'Substation',' ',37.27387104,-118.5736305,0.0
1632,230,Shaver Lake,Fresno County,0.0,0.0,'Substation',' ',37.20010694,-119.3068684,0.0
1633,230,Shaver Lake,Fresno County,0.0,0.0,'Substation',' ',37.20395556,-119.242925,0.0
1634,230,Shaver Lake,Fresno County,0.0,0.0,'Substation',' ',36.92739551,-119.0208088,0.0
1635,230,Shaver Lake,Fresno County,0.0,0.0,'Substation',' ',37.20971272,-119.328853,0.0
1636,230,,Madera County,0.0,0.0,'Substation',' ',37.22028333,-119.3380194,0.0
1637,66,Los Banos,Merced County,0.04764,3.39742,'Substation',' ',37.08690864,-121.0168727,0.1618530888
1638,115,Independence,Inyo County,0.15792,2.39074,'Substation',' ',36.94007047,-118.2569513,0.3775456608
1639,115,Independence,Inyo County,0.0,0.0,'Substation',' ',37.14207156,-118.3241606,0.0
1640,230,Los Banos,Merced County,0.0,0.0,'Substation',' ',37.01341111,-120.9452333,0.0
1641,66,Los Banos,Merced County,0.0,0.0,'Substation',' ',37.06232233,-121.18011,0.0
1642,230,Los Banos,Merced County,0.0,0.0,'Substation',' ',37.06666669,-121.0754528,0.0
1643,115,Auberry,Madera County,0.0,0.0,'Substation',' ',37.0922461,-119.5526664,0.0
1644,230,Auberry,Fresno County,1.08456,0.0,'Substation',' ',37.14821116,-119.3885387,0.0
1645,115,Auberry,Fresno County,0.70436,0.0,'Substation',' ',37.07187751,-119.558037,0.0
1646,230,Sanger,Fresno County,0.0,0.0,'Substation',' ',36.83274727,-119.3268009,0.0
1647,230,Firebaugh,Fresno County,0.03173,0.58777,'Substation',' ',36.78002058,-120.729744,0.0186499421
1648,66,Moss Landing,Monterey County,0.29352,1.39794,'Substation',' ',36.80022812,-121.7690706,0.4103233488
1649,66,Salinas,Monterey County,0.79209,1.55838,'Substation',' ',36.62404337,-121.6880604,1.2343772142
1650,66,Fresno,Fresno County,1.08044,22.17786,'Substation',' ',36.71951798,-119.764185,23.9618470584
1651,115,Fresno,Fresno County,0.0,0.0,'Substation',' ',36.68886004,-119.7237178,0.0
1652,115,Fresno,Fresno County,1.23104,0.0,'Substation',' ',36.69045427,-119.7404181,0.0
1653,115,Kingsburg,Fresno County,1.23104,3.83375,'Substation',' ',36.53941711,-119.5806772,4.7194996
1654,66,Coalinga,Fresno County,0.0,0.0,'Substation',' ',36.13620329,-120.3442291,0.0
1655,66,Coalinga,Fresno County,0.8407,0.0,'Substation',' ',36.23719531,-120.3147162,0.0
1656,230,Ridgecrest,Inyo County,0.15792,0.0,'Substation',' ',36.03673169,-117.7979617,0.0
1657,115,Ridgecrest,Inyo County,0.15792,0.0,'Substation',' ',36.00145001,-117.7901861,0.0
1658,115,Ridgecrest,Inyo County,0.15792,0.0,'Substation',' ',36.00617523,-117.8101854,0.0
1659,115,Ridgecrest,Inyo County,0.15792,0.0,'Substation',' ',36.01858914,-117.7915328,0.0
1660,66,King City,Monterey County,1.23104,0.0,'Substation',' ',36.22587778,-121.1283444,0.0
1661,66,Corcoran,Kings County,0.0,0.0,'Substation',' ',36.05657777,-119.5499472,0.0
1662,66,Bakersfield,Kern County,0.4885,0.0,'Substation',' ',35.46016796,-118.7796082,0.0
1663,66,Kernville,Kern County,1.08456,0.0,'Substation',' ',35.77620279,-118.4362468,0.0
1664,115,Bakersfield,Kern County,1.23104,0.0,'Substation',' ',35.55923489,-118.9576432,0.0
1665,66,Bakersfield,Kern County,1.23104,0.0,'Substation',' ',35.45137667,-118.9839222,0.0
1666,115,Bakersfield,Kern County,0.0,0.0,'Substation',' ',35.51575889,-119.040603,0.0
1667,115,Bakersfield,Kern County,1.01789,0.0,'Substation',' ',35.41707406,-119.00734,0.0
1668,115,Bakersfield,Kern County,1.23104,0.0,'Substation',' ',35.44042076,-119.0133061,0.0
1669,115,Mc Kittrick,Kern County,1.23104,0.54282,'Substation',' ',35.2769642,-119.4741216,0.6682331328
1670,115,Mc Kittrick,Kern County,1.23104,1.6609,'Substation',' ',35.27225248,-119.474105,2.044634336
1671,115,Mc Kittrick,Kern County,1.23104,0.0,'Substation',' ',35.28134076,-119.4699213,0.0
1672,115,Mc Kittrick,Kern County,1.23104,3.08257,'Substation',' ',35.28117768,-119.4728705,3.7947669727999997
1673,115,Mc Kittrick,Kern County,1.23104,0.63194,'Substation',' ',35.2786367,-119.4641802,0.7779434175999999
1674,115,Mc Kittrick,Kern County,1.23104,0.0,'Substation',' ',35.42487718,-119.6876388,0.0
1675,66,Mc Kittrick,Kern County,1.23104,0.0,'Substation',' ',35.3634818,-119.6755007,0.0
1676,66,Mc Kittrick,Kern County,1.23104,0.0,'Substation',' ',35.29631924,-119.6270095,0.0
1677,66,Bakersfield,Kern County,0.0,0.0,'Substation',' ',35.4405646,-118.7967529,0.0
1678,66,Ridgecrest,Kern County,0.15792,2.92938,'Substation',' ',35.62202485,-117.6883033,0.46260768960000004
1679,230,Bakersfield,Kern County,0.4885,1.61763,'Substation',' ',35.02957907,-119.0044792,0.7902122549999999
1680,66,Mojave,Kern County,0.0,0.0,'Substation',' ',35.05874577,-118.2699171,0.0
1681,66,Mojave,Kern County,0.0,0.0,'Substation',' ',35.0446759,-118.2763121,0.0
1682,66,Mojave,Kern County,0.0,0.0,'Substation',' ',35.04604202,-118.2808834,0.0
1683,230,Mojave,Kern County,0.4885,0.0,'Substation',' ',35.03860642,-118.2928989,0.0
1684,115,Fellows,Kern County,1.23104,0.0,'Substation',' ',35.22732222,-119.6310111,0.0
1685,115,Fellows,Kern County,1.23104,0.64969,'Substation',' ',35.22558057,-119.6297639,0.7997943775999999
1686,66,Fellows,Kern County,1.23104,0.0,'Substation',' ',35.27635813,-119.5988863,0.0
1687,66,Fellows,Kern County,1.16392,0.68479,'Substation',' ',35.22527531,-119.5594974,0.7970407768000001
1688,115,Taft,Kern County,0.75717,0.0,'Substation',' ',35.1457167,-119.5027528,0.0
1689,230,Taft,Kern County,0.4885,0.79266,'Substation',' ',35.15800786,-119.348897,0.38721441
1690,66,Maricopa,Kern County,1.23104,0.0,'Substation',' ',35.08980448,-119.441227,0.0
1691,66,Lebec,Kern County,0.4885,0.0,'Substation',' ',34.86026253,-118.8805391,0.0
1692,115,Boron,Kern County,0.0,0.0,'Substation',' ',35.03252074,-117.7003105,0.0
